"created_at","id","text","user_id","user_name","user_screen_name","user_location","user_followers_count","user_friends_count","user_created_at","user_time_zone","user_profile_background_color","user_profile_image_url","geo","coordinates","place"
"Mon May 02 01:47:54 +0000 2016","726951315230838800","I am truly shocked that I have not been hit by a car yet","384524979","Jordan Crandall","crandall_j","null","451","310","Mon Oct 03 21:02:10 +0000 2011","null","C0DEED","http://pbs.twimg.com/profile_images/726305163573604352/ynBIkS3K_normal.jpg","null","null","New York, USA"
"Mon May 02 01:47:56 +0000 2016","726951322789003300","Me when gerardo plays his reggae music @Pamela__Acevedo @_itsgerardo  https://t.co/odKoJFLErM","78432460","Lauren Rodrigùez ❀","Lalalalaurenaa","New York, USA ","1422","263","Tue Sep 29 22:19:47 +0000 2009","Eastern Time (US & Canada)","642D8B","http://pbs.twimg.com/profile_images/726482173327495169/IJpjZVUZ_normal.jpg","null","null","New York, USA"
